id,title,gherkin,effort,time
144,Validar API key para endpoints protegidos,Feature: Seguridad\nScenario: Sistema valida API key\nGiven un cliente envía solicitud a endpoint\nWhen la API key es inválida\nThen el backend devuelve error 401,5,7
145,Procesar cola de emails asíncrona,Feature: Notificaciones\nScenario: Sistema envía emails en cola\nGiven un evento genera múltiples emails\nWhen el backend procesa la cola\nThen los emails se envían sin retrasos,13,18
146,Optimizar índices de base de datos,Feature: Optimización backend\nScenario: Sistema mejora consultas con índices\nGiven el backend ejecuta consulta pesada\nWhen se aplican índices optimizados\nThen la consulta se ejecuta más rápido,13,18
147,Implementar rate limiting en API,Feature: Seguridad\nScenario: Sistema limita solicitudes a API\nGiven un cliente envía múltiples solicitudes\nWhen excede el límite\nThen el backend devuelve error 429,8,10
148,Sincronizar inventario con API externa,Feature: Integraciones\nScenario: Sistema sincroniza inventario\nGiven el inventario cambia localmente\nWhen se ejecuta sincronización\nThen el backend actualiza inventario en API externa,13,20
149,Validar unicidad de SKU en productos,Feature: Gestión de productos\nScenario: Sistema valida SKU único\nGiven un admin crea producto con SKU\nWhen el SKU ya existe\nThen el backend devuelve error,5,6
150,Procesar exportación masiva de datos,Feature: Reportes\nScenario: Sistema exporta datos masivos\nGiven el admin solicita exportación de usuarios\nWhen el backend procesa la solicitud\nThen genera archivo CSV asíncronamente,13,18
151,Implementar soft delete en usuarios,Feature: Gestión de usuarios\nScenario: Sistema elimina usuario lógicamente\nGiven un admin elimina un usuario\nWhen se ejecuta la eliminación\nThen el usuario se marca como eliminado en BD,8,10
152,Integración con API de facturación,Feature: Facturación\nScenario: Sistema genera factura vía API\nGiven un pedido se completa\nWhen el backend genera factura\nThen se envía factura a API externa,13,18
153,Validar integridad de datos en checkout,Feature: Checkout\nScenario: Sistema valida datos de pedido\nGiven un usuario completa checkout\nWhen los datos son inconsistentes\nThen el backend rechaza el pedido,5,7
154,Procesar notificaciones en batch,Feature: Notificaciones\nScenario: Sistema envía notificaciones masivas\nGiven múltiples usuarios requieren notificaciones\nWhen el backend procesa en batch\nThen las notificaciones se envían correctamente,13,18
155,Optimizar consultas de reportes,Feature: Optimización backend\nScenario: Sistema mejora reportes\nGiven el admin solicita reporte pesado\nWhen el backend usa consultas optimizadas\nThen el reporte se genera rápidamente,13,18
156,Implementar backup automático de BD,Feature: Gestión de datos\nScenario: Sistema realiza backup\nGiven llega el horario programado\nWhen el backend ejecuta backup\nThen se genera copia en almacenamiento seguro,8,12
157,Validar permisos en endpoints de API,Feature: Seguridad\nScenario: Sistema valida permisos de usuario\nGiven un usuario envía solicitud a endpoint\nWhen no tiene permisos\nThen el backend devuelve error 403,5,7
158,Sincronizar datos de usuarios con CRM,Feature: Integraciones\nScenario: Sistema sincroniza usuarios\nGiven un usuario se registra\nWhen el backend sincroniza con CRM\nThen los datos se actualizan en CRM,13,18
159,Implementar paginación en API de productos,Feature: API\nScenario: Sistema pagina resultados de productos\nGiven un cliente solicita lista de productos\nWhen especifica página 2\nThen el backend devuelve productos 21-40,8,10
160,Procesar descuentos dinámicos en servidor,Feature: Promociones\nScenario: Sistema aplica descuentos dinámicos\nGiven un producto tiene promoción activa\nWhen el usuario añade al carrito\nThen el backend calcula descuento automáticamente,8,12
161,Implementar logging de errores críticos,Feature: Auditoría\nScenario: Sistema registra errores críticos\nGiven ocurre un error en el backend\nWhen el sistema lo detecta\nThen se guarda en log de errores,5,7
162,Validar formato de imágenes en subida,Feature: Gestión de productos\nScenario: Sistema valida imágenes\nGiven un admin sube imagen para producto\nWhen el formato es inválido\nThen el backend rechaza la imagen,5,6
163,Integración con API de análisis de datos,Feature: Estadísticas\nScenario: Sistema consulta métricas\nGiven el admin solicita estadísticas\nWhen el backend consulta API de análisis\nThen procesa y guarda métricas,13,18
164,Optimizar almacenamiento de sesiones,Feature: Optimización backend\nScenario: Sistema mejora gestión de sesiones\nGiven múltiples usuarios están autenticados\nWhen el backend gestiona sesiones\nThen usa almacenamiento eficiente,13,18
165,Implementar limpieza de datos obsoletos,Feature: Gestión de datos\nScenario: Sistema elimina datos antiguos\nGiven existen datos obsoletos\nWhen se ejecuta limpieza programada\nThen el backend elimina datos sin afectar operación,8,12
166,Optimizar consultas de búsqueda full-text,Feature: Optimización de base de datos\nScenario: Sistema mejora búsqueda de productos\nGiven un usuario realiza búsqueda full-text\nWhen el backend usa índices optimizados\nThen la consulta retorna resultados en menos de 0.5 segundos,13,18
167,Implementar migración de esquema de usuarios,Feature: Gestión de base de datos\nScenario: Sistema actualiza esquema de usuarios\nGiven se requiere nueva columna en tabla usuarios\nWhen el backend ejecuta migración\nThen la tabla se actualiza sin pérdida de datos,8,12
168,Validar relaciones de integridad referencial,Feature: Integridad de datos\nScenario: Sistema valida relaciones en pedidos\nGiven un pedido se asocia a un usuario\nWhen se elimina el usuario\nThen el backend previene eliminación por integridad,5,7
169,Implementar particionamiento de tabla de pedidos,Feature: Optimización de base de datos\nScenario: Sistema particiona tabla de pedidos\nGiven la tabla de pedidos crece significativamente\nWhen el backend aplica particionamiento por fecha\nThen las consultas son más rápidas,13,20
170,Auditoría de accesos a datos sensibles,Feature: Seguridad de base de datos\nScenario: Sistema registra accesos a datos\nGiven un admin accede a datos sensibles\nWhen se ejecuta la consulta\nThen el backend registra acceso en log de auditoría,8,10
171,Implementar replicación de base de datos,Feature: Gestión de base de datos\nScenario: Sistema replica datos a servidor secundario\nGiven se realiza cambio en base primaria\nWhen el backend sincroniza con réplica\nThen los datos están disponibles en réplica,13,20
172,Validar formato de datos en importación masiva,Feature: Gestión de datos\nScenario: Sistema valida importación de usuarios\nGiven el admin sube CSV con usuarios\nWhen los datos tienen formato inválido\nThen el backend rechaza con errores específicos,8,10
173,Optimizar consultas de reportes de ventas,Feature: Optimización de base de datos\nScenario: Sistema mejora reportes de ventas\nGiven el admin solicita reporte de ventas\nWhen el backend usa consultas optimizadas\nThen el reporte se genera en menos de 2 segundos,13,18
174,Implementar transacciones en checkout,Feature: Integridad de datos\nScenario: Sistema asegura transacciones en checkout\nGiven un usuario completa checkout\nWhen el backend procesa el pago y pedido\nThen se ejecuta en transacción atómica,8,12
175,Encriptar datos de tarjetas en BD,Feature: Seguridad de base de datos\nScenario: Sistema encripta datos de tarjetas\nGiven un usuario guarda tarjeta\nWhen el backend guarda los datos\nThen los datos están encriptados en BD,8,12
176,Sincronizar datos de inventario en tiempo real,Feature: Integraciones de base de datos\nScenario: Sistema sincroniza inventario\nGiven el inventario cambia en BD\nWhen se ejecuta sincronización\nThen el backend actualiza sistema externo,13,18
177,Implementar limpieza de registros obsoletos,Feature: Gestión de base de datos\nScenario: Sistema elimina datos antiguos\nGiven existen registros obsoletos\nWhen se ejecuta limpieza programada\nThen el backend elimina registros sin afectar datos activos,8,12
178,Validar unicidad de email en BD,Feature: Integridad de datos\nScenario: Sistema valida email único\nGiven un usuario registra email\nWhen el email ya existe\nThen el backend devuelve error,5,6
179,Optimizar consultas de auditoría,Feature: Optimización de base de datos\nScenario: Sistema mejora consultas de auditoría\nGiven se accede al log de auditoría\nWhen el backend usa índices optimizados\nThen la consulta retorna en menos de 1 segundo,13,18
180,Implementar backup incremental,Feature: Gestión de base de datos\nScenario: Sistema realiza backup incremental\nGiven existen cambios desde último backup\nWhen el backend ejecuta backup\nThen solo se respaldan datos modificados,8,12
181,Validar constraints en tabla de productos,Feature: Integridad de datos\nScenario: Sistema valida constraints\nGiven un admin crea producto\nWhen los datos violan constraints\nThen el backend rechaza con error,5,7
182,Procesar exportación de datos asíncrona,Feature: Reportes\nScenario: Sistema exporta datos asíncronamente\nGiven el admin solicita exportación masiva\nWhen el backend procesa en fondo\nThen genera archivo CSV y notifica,13,18
183,Implementar sharding de base de datos,Feature: Escalabilidad\nScenario: Sistema distribuye datos\nGiven la base de datos crece significativamente\nWhen el backend aplica sharding\nThen las consultas se distribuyen entre shards,21,30
184,Auditoría de cambios en precios,Feature: Auditoría de base de datos\nScenario: Sistema registra cambios de precios\nGiven un admin modifica precio de producto\nWhen el cambio se guarda\nThen el backend registra en log de auditoría,5,7
185,Sincronizar datos de usuarios con API externa,Feature: Integraciones\nScenario: Sistema sincroniza usuarios\nGiven un usuario actualiza datos\nWhen el backend sincroniza con API\nThen los datos se actualizan en sistema externo,13,18
186,Validar índices en consultas de pedidos,Feature: Optimización de base de datos\nScenario: Sistema usa índices en pedidos\nGiven se ejecuta consulta de pedidos\nWhen el backend usa índices optimizados\nThen la consulta es más rápida,13,18
187,Implementar transacciones en actualización masiva,Feature: Integridad de datos\nScenario: Sistema asegura actualizaciones masivas\nGiven el admin actualiza múltiples productos\nWhen se ejecuta la actualización\nThen se realiza en transacción atómica,8,12
188,Encriptar logs de auditoría,Feature: Seguridad de base de datos\nScenario: Sistema encripta logs\nGiven se genera un log de auditoría\nWhen el backend guarda el log\nThen el log está encriptado en BD,8,12
189,Optimizar consultas de estadísticas de usuarios,Feature: Optimización de base de datos\nScenario: Sistema mejora estadísticas\nGiven el admin solicita estadísticas de usuarios\nWhen el backend usa consultas optimizadas\nThen el reporte se genera rápidamente,13,18
190,Implementar restauración de base de datos,Feature: Gestión de base de datos\nScenario: Sistema restaura datos\nGiven existe un backup reciente\nWhen el admin solicita restauración\nThen el backend restaura datos sin pérdida,13,20
191,Validar formato JSON en importación,Feature: Gestión de datos\nScenario: Sistema valida JSON importado\nGiven el admin sube archivo JSON\nWhen el archivo tiene formato inválido\nThen el backend rechaza con errores,8,10
192,Procesar limpieza de sesiones caducadas,Feature: Gestión de base de datos\nScenario: Sistema elimina sesiones antiguas\nGiven existen sesiones caducadas\nWhen se ejecuta limpieza programada\nThen el backend elimina sesiones obsoletas,5,7
193,Implementar vistas materializadas para reportes,Feature: Optimización de base de datos\nScenario: Sistema usa vistas materializadas\nGiven el admin solicita reporte complejo\nWhen el backend usa vista materializada\nThen el reporte se genera rápidamente,13,18
194,Validar integridad en cascada en eliminación,Feature: Integridad de datos\nScenario: Sistema elimina datos en cascada\nGiven un admin elimina categoría\nWhen se ejecuta eliminación\nThen el backend elimina productos asociados,8,10
195,Integración con base de datos secundaria,Feature: Escalabilidad\nScenario: Sistema usa BD secundaria para lecturas\nGiven se realiza consulta de lectura\nWhen el backend consulta BD secundaria\nThen la respuesta es rápida y consistente,13,20
196,Iniciar sesión con biometría,Feature: Autenticación móvil\nScenario: Usuario inicia sesión con huella dactilar\nGiven estoy en la pantalla de login\nWhen selecciono autenticación biométrica\nThen se autentica y accede al dashboard,8,12
197,Ver productos en modo offline,Feature: Modo offline\nScenario: Usuario ve productos sin conexión\nGiven estoy en la app sin conexión\nWhen navego a lista de productos\nThen veo productos almacenados localmente,8,10
198,Recibir notificación push de oferta,Feature: Notificaciones móviles\nScenario: Usuario recibe oferta especial\nGiven estoy suscrito a notificaciones\nWhen se crea una oferta\nThen recibo una notificación push,5,7
199,Filtrar productos con deslizamiento lateral,Feature: Navegación móvil\nScenario: Usuario filtra productos con gesto\nGiven estoy en la lista de productos\nWhen deslizo para abrir filtros\nThen veo opciones de filtro en pantalla,5,6
200,Agregar producto al carrito con gesto,Feature: Carrito móvil\nScenario: Usuario añade producto con gesto\nGiven estoy en página de producto\nWhen deslizo hacia arriba para añadir\nThen el producto se agrega al carrito,3,4
201,Escanear código QR de producto,Feature: Cámara móvil\nScenario: Usuario escanea QR de producto\nGiven estoy en la app con cámara activa\nWhen escaneo un QR de producto\nThen veo detalles del producto,8,12
202,Sincronizar carrito en modo offline,Feature: Modo offline\nScenario: Sistema sincroniza carrito al reconectar\nGiven añado productos sin conexión\nWhen me conecto a internet\nThen el carrito se sincroniza con el servidor,8,10
203,Mostrar ubicación de tienda en mapa,Feature: Geolocalización móvil\nScenario: Usuario ve tiendas cercanas\nGiven estoy en la sección de tiendas\nWhen activo GPS\nThen veo mapa con tiendas cercanas,13,18
204,Actualizar perfil con foto desde cámara,Feature: Perfil móvil\nScenario: Usuario sube foto de perfil\nGiven estoy en edición de perfil\nWhen tomo foto con cámara\nThen la foto se actualiza en mi perfil,5,7
205,Recibir notificación de estado de pedido,Feature: Notificaciones móviles\nScenario: Usuario recibe alerta de pedido\nGiven mi pedido cambia de estado\nWhen el servidor actualiza el estado\nThen recibo notificación push,5,7
206,Buscar productos con voz,Feature: Búsqueda móvil\nScenario: Usuario busca con comando de voz\nGiven estoy en la barra de búsqueda\nWhen activo búsqueda por voz\nThen veo resultados basados en mi voz,8,12
207,Cambiar tema oscuro/claro en app,Feature: Configuración móvil\nScenario: Usuario cambia tema\nGiven estoy en configuración\nWhen selecciono tema oscuro\nThen la app cambia a tema oscuro,3,4
208,Ver historial de pedidos en móvil,Feature: Dashboard móvil\nScenario: Usuario ve pedidos anteriores\nGiven estoy en mi dashboard\nWhen navego a historial de pedidos\nThen veo lista de pedidos con detalles,5,7
209,Aplicar cupón con escaneo de código,Feature: Checkout móvil\nScenario: Usuario aplica cupón con cámara\nGiven estoy en checkout\nWhen escaneo código de cupón\nThen el cupón se aplica al total,8,10
210,Notificación de stock reabastecido,Feature: Notificaciones móviles\nScenario: Usuario recibe alerta de stock\nGiven estoy suscrito a producto sin stock\nWhen el stock se reabastece\nThen recibo notificación push,5,7
211,Compartir producto por redes sociales,"Feature: Interacciones móviles\nScenario: Usuario comparte producto\nGiven estoy en página de producto\nWhen selecciono ""Compartir""\nThen se abre panel nativo de compartir",3,4
212,Ver recomendaciones personalizadas,"Feature: Personalización móvil\nScenario: Usuario ve productos recomendados\nGiven estoy en la pantalla principal\nWhen navego a ""Recomendados""\nThen veo productos basados en mi historial",8,10
213,Agregar dirección con autocompletado,Feature: Perfil móvil\nScenario: Usuario añade dirección\nGiven estoy en sección de direcciones\nWhen ingreso dirección parcial\nThen veo sugerencias de autocompletado,8,12
214,Filtrar productos por gestos de pellizco,Feature: Navegación móvil\nScenario: Usuario filtra con gesto de pellizco\nGiven estoy en lista de productos\nWhen hago gesto de pellizco\nThen veo productos en vista compacta,3,4
215,Recibir notificación de entrega programada,Feature: Notificaciones móviles\nScenario: Usuario recibe alerta de entrega\nGiven mi pedido está en tránsito\nWhen se programa entrega\nThen recibo notificación push,5,7
216,Implementar A/B testing para el botón de checkout,"Feature: A/B Testing\nScenario: Admin configura una prueba A/B para el color del botón de checkout\nGiven soy admin en el panel de ""Experimentos""\nWhen creo una prueba A/B con 50% para el color ""verde"" y 50% para ""azul""\nThen los usuarios ven diferentes versiones del botón de checkout",13,20
217,Soporte para lector de pantalla en la navegación principal,Feature: Accesibilidad\nScenario: Usuario con discapacidad visual navega por el menú principal\nGiven el usuario tiene activado un lector de pantalla\nWhen navega por los elementos del menú principal\nThen el lector de pantalla anuncia correctamente cada opción del menú,8,14
218,"Añadir soporte para múltiples monedas (EUR, USD)","Feature: Internacionalización\nScenario: Usuario cambia la moneda de la tienda a EUR\nGiven estoy en la configuración de la tienda\nWhen selecciono ""EUR"" como mi moneda preferida\nThen todos los precios de los productos se muestran en euros",13,22
219,Sistema de medallas por completar el perfil de usuario,"Feature: Gamificación\nScenario: Usuario gana una medalla al completar su perfil al 100%\nGiven mi perfil de usuario está al 90% completo\nWhen añado mi número de teléfono para llegar al 100%\nThen recibo una notificación de que he ganado la medalla ""Perfil Completo""",8,12
220,Generar reporte de embudo de conversión de usuarios,"Feature: Analíticas Avanzadas\nScenario: Admin genera un reporte del embudo de conversión\nGiven estoy en el panel de ""Analíticas""\nWhen selecciono ""Embudo de Conversión"" para el último mes\nThen veo un gráfico que muestra el porcentaje de usuarios que pasan de la visita a la compra",13,25
221,Pipeline de CI/CD para despliegue automático a producción,"Feature: DevOps\nScenario: Desarrollador hace push a la rama principal\nGiven el código ha pasado todas las pruebas en el entorno de staging\nWhen se hace merge a la rama ""main""\nThen el pipeline de CI/CD despliega automáticamente la nueva versión a producción",21,35
222,Versionado de la API de productos,"Feature: Gestión de API\nScenario: Cliente de la API accede a una versión anterior del endpoint de productos\nGiven la API de productos está en la versión 2.0\nWhen realizo una petición a ""/api/v1/products""\nThen recibo la estructura de datos correspondiente a la versión 1.0 de la API",8,15
223,Programar publicación de un producto para una fecha futura,Feature: Gestión de Contenidos\nScenario: Admin programa la publicación de un nuevo producto\nGiven estoy creando un nuevo producto en el panel de admin\nWhen establezco la fecha de publicación para mañana a las 9:00 AM\nThen el producto permanece invisible en la tienda hasta la fecha y hora programadas,8,13
224,Generar mapa de calor de clics en la página principal,"Feature: Analíticas de Comportamiento\nScenario: Admin visualiza el mapa de calor de la home\nGiven estoy en el dashboard de analíticas\nWhen selecciono ""Mapa de Calor"" para la página principal\nThen veo una superposición visual que muestra dónde hacen clic los usuarios con más frecuencia",13,22
225,Autenticación de dos factores (2FA) con app de autenticación,Feature: Seguridad Avanzada\nScenario: Usuario activa 2FA con Google Authenticator\nGiven estoy en la configuración de seguridad de mi perfil\nWhen escaneo el código QR con mi app de autenticación y confirmo con un código\nThen la autenticación de dos factores queda activada para mi cuenta,13,20
226,Búsqueda facetada de productos (múltiples filtros simultáneos),"Feature: Búsqueda Avanzada\nScenario: Usuario filtra productos por categoría y marca\nGiven estoy en la página de ""Laptops""\nWhen aplico el filtro de marca ""Dell"" y el filtro de RAM ""16GB""\nThen la lista de productos se actualiza para mostrar solo laptops Dell con 16GB de RAM",8,14
227,Recordar carrito de compras entre diferentes dispositivos,Feature: Continuidad de Experiencia\nScenario: Usuario añade productos en el móvil y finaliza la compra en el escritorio\nGiven añado un producto al carrito en mi smartphone\nWhen inicio sesión en mi cuenta en la versión de escritorio\nThen el producto que añadí desde el móvil aparece en mi carrito,8,15
228,"Notificación de """"visto por última vez"""" en el chat de soporte","Feature: Chat de Soporte\nScenario: Usuario ve cuándo un agente de soporte vio su mensaje\nGiven estoy en una conversación con un agente de soporte\nWhen el agente abre la ventana de chat y ve mi último mensaje\nThen veo un indicador de ""visto"" debajo de mi mensaje",5,9
229,Configurar reglas de descuento automáticas (ej. 3x2),"Feature: Promociones Avanzadas\nScenario: Admin crea una promoción de 3x2 en una categoría de productos\nGiven soy admin en el panel de ""Promociones""\nWhen creo una regla ""Lleva 3, Paga 2"" para la categoría ""Camisetas""\nThen al añadir 3 camisetas al carrito, el precio de una se descuenta automáticamente",13,21
230,Integración con un sistema de CRM para sincronizar clientes,Feature: Integraciones de Terceros\nScenario: Un nuevo usuario se registra en la tienda\nGiven un visitante completa el formulario de registro\nWhen la cuenta de usuario se crea exitosamente\nThen un nuevo contacto se crea automáticamente en el CRM (ej. Salesforce),13,20
231,Generar un link mágico para inicio de sesión sin contraseña,"Feature: Autenticación Alternativa\nScenario: Usuario solicita un link mágico para iniciar sesión\nGiven estoy en la página de login\nWhen ingreso mi email y solicito un ""link de acceso""\nThen recibo un email con un enlace único que me permite iniciar sesión directamente",8,14
232,Panel de control para gestionar los webhooks de la API,"Feature: Gestión de API para Desarrolladores\nScenario: Desarrollador registra un nuevo webhook para notificaciones de pedidos\nGiven soy un desarrollador en el portal de la API\nWhen navego a la sección ""Webhooks"" y añado una URL para el evento ""order.created""\nThen mi sistema recibe una notificación POST cuando se crea un nuevo pedido",8,15
233,Optimización de imágenes para carga rápida en móviles,Feature: Rendimiento Web\nScenario: Usuario visita una página de producto con muchas imágenes en una red 3G\nGiven estoy en un dispositivo móvil con una conexión lenta\nWhen cargo una página de producto\nThen las imágenes se cargan progresivamente y en un formato optimizado (ej. WebP),8,13
234,Permitir a los usuarios reportar comentarios inapropiados,"Feature: Moderación de Contenido\nScenario: Usuario encuentra un comentario ofensivo y lo reporta\nGiven estoy leyendo los comentarios de un producto\nWhen encuentro un comentario inapropiado y hago clic en ""Reportar""\nThen el comentario es enviado a una cola de moderación para ser revisado por un admin",5,9
235,Cálculo de impuestos locales basado en la dirección de envío,Feature: Checkout y Fiscalidad\nScenario: Usuario de California realiza una compra\nGiven estoy en la página de checkout e ingreso una dirección en California\nWhen procedo al resumen del pedido\nThen el sistema calcula y añade el impuesto sobre las ventas (sales tax) correspondiente,13,21
236,Crear un programa de lealtad basado en puntos,Feature: Retención de Clientes\nScenario: Usuario acumula puntos por cada compra realizada\nGiven realizo una compra de $50\nWhen el pedido es completado y enviado\nThen mi cuenta de lealtad se acredita con 50 puntos,8,13
237,Canjear puntos de lealtad por cupones de descuento,"Feature: Programa de Lealtad\nScenario: Usuario canjea sus puntos por un cupón de $10 de descuento\nGiven tengo 1000 puntos de lealtad acumulados\nWhen en la sección de ""Recompensas"" elijo canjear 1000 puntos por un cupón\nThen recibo un código de cupón único y mi saldo de puntos se reduce a 0",8,14
238,Panel de analíticas para visualizar el rendimiento de cupones,"Feature: Analíticas de Marketing\nScenario: Admin revisa cuántas veces se ha usado un cupón\nGiven estoy en el panel de ""Analíticas de Marketing""\nWhen selecciono el cupón ""VERANO2024""\nThen veo un reporte con el número de usos, el total de ventas generadas y el ROI",8,15
239,Sugerencias de búsqueda predictiva basadas en popularidad,"Feature: Búsqueda Inteligente\nScenario: Usuario empieza a escribir en la barra de búsqueda\nGiven estoy en la barra de búsqueda y escribo ""sma""\nWhen espero las sugerencias\nThen veo ""smartphone"" como la primera sugerencia porque es el término más buscado",5,10
240,Permitir a los usuarios guardar múltiples listas de deseos,"Feature: Listas de Deseos Múltiples\nScenario: Usuario crea una nueva lista de deseos para su cumpleaños\nGiven estoy en mi sección de ""Listas de Deseos""\nWhen hago clic en ""Crear Nueva Lista"" y la nombro ""Regalos de Cumpleaños""\nThen puedo añadir productos específicamente a esa nueva lista",5,9
241,Soporte para múltiples idiomas en el panel de administrador,"Feature: Internacionalización del Admin\nScenario: Un administrador de habla francesa usa el panel de control\nGiven estoy en la configuración de mi perfil de admin\nWhen cambio mi idioma preferido a ""Francés""\nThen toda la interfaz del panel de administración se muestra en francés",8,13
242,Exportar e importar traducciones de productos vía CSV,"Feature: Gestión de Contenidos Multilingüe\nScenario: Admin exporta los textos de productos para traducirlos\nGiven estoy en la sección de ""Internacionalización""\nWhen elijo ""Exportar Textos de Productos para Traducción""\nThen se descarga un CSV con columnas para cada idioma (es, en, fr)",8,15
243,Alerta de inactividad de sesión con cierre automático,"Feature: Seguridad de Sesión\nScenario: Usuario deja su sesión inactiva por más de 15 minutos\nGiven estoy logueado pero no he realizado ninguna acción por 14 minutos\nWhen pasa un minuto más de inactividad\nThen aparece un modal preguntando si deseo mantener la sesión, y si no respondo, se cierra",5,10
244,Integración con un sistema de inventario externo (ERP),Feature: Sincronización de Inventario\nScenario: El stock de un producto cambia en el ERP\nGiven el stock de un producto se actualiza en el sistema ERP externo\nWhen el webhook del ERP notifica a nuestra aplicación\nThen el nivel de stock de ese producto se actualiza en nuestra base de datos,13,22
245,Generar facturas proforma antes del pago,"Feature: Facturación Flexible\nScenario: Cliente corporativo solicita una factura proforma\nGiven un cliente ha añadido productos a su carrito\nWhen en el checkout, selecciona la opción ""Solicitar Factura Proforma""\nThen se genera un PDF con la proforma y se le envía por email, sin confirmar el pedido",8,14
246,"Permitir a los usuarios suscribirse a notificaciones de """"vuelta en stock""""","Feature: Notificaciones de Inventario\nScenario: Usuario encuentra un producto agotado y se suscribe para recibir una alerta\nGiven estoy en la página de un producto que está agotado\nWhen ingreso mi email y hago clic en ""Notificarme cuando vuelva a estar disponible""\nThen quedo registrado para recibir una notificación cuando el stock se reponga",5,11
247,Panel de control para gestionar variables de entorno,"Feature: Configuración de Entorno\nScenario: Un DevOps actualiza una clave de API desde el panel de admin\nGiven soy un superadmin en el panel de ""Configuración Avanzada""\nWhen actualizo el valor de la variable de entorno ""STRIPE_API_KEY""\nThen la nueva clave se aplica a la aplicación sin necesidad de un redespliegue",13,19
248,Crear un sandbox de API para que los desarrolladores prueben,"Feature: Portal de Desarrolladores\nScenario: Desarrollador realiza llamadas de prueba a la API en un entorno sandbox\nGiven soy un desarrollador con una clave de API de prueba\nWhen realizo una petición al endpoint ""/api/sandbox/products""\nThen recibo datos de prueba sin afectar los datos de producción",8,16
249,Permitir a los usuarios iniciar sesión con su número de teléfono,"Feature: Autenticación por Teléfono\nScenario: Usuario se registra e inicia sesión usando solo su número de teléfono\nGiven estoy en la página de registro/login\nWhen ingreso mi número de teléfono y recibo un código por SMS\nThen al ingresar el código, mi sesión se inicia o se crea mi cuenta",8,15
250,Implementar un sistema de referidos donde los usuarios ganan crédito,Feature: Programa de Referidos\nScenario: Usuario comparte su código de referido con un amigo\nGiven tengo un código de referido único en mi perfil\nWhen mi amigo se registra usando mi código y realiza su primera compra\nThen recibo $10 de crédito en mi cuenta para futuras compras,8,14
251,Generar un feed de productos para Google Merchant Center,Feature: Integraciones de Marketing\nScenario: El sistema genera un feed de productos XML para Google Shopping\nGiven hay productos activos en la tienda\nWhen el trabajo programado para generar el feed se ejecuta\nThen se crea un archivo XML en una URL pública con todos los productos y sus atributos,8,16
252,"Soporte para inicios de sesión desde redes sociales (ej. Twitter, GitHub)","Feature: Autenticación Social\nScenario: Un desarrollador inicia sesión con su cuenta de GitHub\nGiven estoy en la página de login\nWhen hago clic en ""Iniciar sesión con GitHub"" y autorizo la aplicación\nThen soy redirigido a mi dashboard, autenticado con mi cuenta de GitHub",13,19
253,Guardar carritos abandonados y enviar recordatorios por email,Feature: Recuperación de Carritos\nScenario: Usuario abandona un carrito con productos\nGiven he añadido productos a mi carrito pero no he completado la compra en 24 horas\nWhen el sistema detecta mi carrito abandonado\nThen recibo un email recordándome los productos que dejé en mi carrito,8,13
254,Permitir a los usuarios personalizar las notificaciones que reciben,"Feature: Preferencias de Notificación\nScenario: Usuario desactiva las notificaciones por email de promociones\nGiven estoy en la configuración de notificaciones de mi perfil\nWhen desmarco la casilla ""Recibir emails de marketing y promociones""\nThen dejo de recibir correos promocionales, pero sigo recibiendo los transaccionales",5,10
255,Implementar un modo de mantenimiento para la tienda,"Feature: Administración del Sitio\nScenario: Admin activa el modo de mantenimiento para una actualización\nGiven soy admin en el panel de ""Configuración del Sitio""\nWhen activo el interruptor de ""Modo de Mantenimiento""\nThen todos los visitantes del sitio ven una página de mantenimiento en lugar de la tienda",5,8
256,Permitir la compra de tarjetas de regalo digitales,"Feature: Tarjetas de Regalo\nScenario: Usuario compra una tarjeta de regalo de $50 para un amigo\nGiven estoy en la página de ""Tarjetas de Regalo""\nWhen elijo un valor de $50, ingreso el email de mi amigo y completo el pago\nThen mi amigo recibe un email con un código de tarjeta de regalo único por valor de $50",8,14
257,Usar una tarjeta de regalo como método de pago en el checkout,Feature: Checkout con Tarjeta de Regalo\nScenario: Usuario aplica el saldo de una tarjeta de regalo a su compra\nGiven tengo productos en mi carrito y estoy en la página de pago\nWhen ingreso un código de tarjeta de regalo válido con $50 de saldo\nThen $50 se descuentan del total de mi pedido,5,11
258,Generar un sitemap XML dinámicamente,Feature: SEO Técnico\nScenario: El sistema actualiza el sitemap cuando se crea un nuevo producto\nGiven un admin crea y publica un nuevo producto\nWhen el sitemap.xml es regenerado o actualizado\nThen la URL del nuevo producto aparece en el sitemap.xml,5,10
259,Implementar una API de GraphQL para consultas de productos,"Feature: API de GraphQL\nScenario: Un desarrollador front-end consulta solo el nombre y precio de los productos\nGiven la API de GraphQL está disponible en ""/api/graphql""\nWhen envío una consulta GraphQL pidiendo solo los campos ""name"" y ""price"" de los productos\nThen recibo una respuesta JSON que contiene únicamente el nombre y el precio de cada producto",13,20
260,Permitir a los usuarios guardar filtros de búsqueda para uso futuro,"Feature: Búsqueda Personalizada\nScenario: Usuario guarda un conjunto de filtros para ""Laptops para Gaming""\nGiven he filtrado los productos por la categoría ""Laptops"" y la marca ""ASUS""\nWhen hago clic en ""Guardar esta búsqueda"" y la nombro ""Mis Laptops ASUS""\nThen puedo volver a aplicar este conjunto de filtros con un solo clic en el futuro",5,9
