id,title,gherkin,unit_tests,effort,time
STORY-091,Validación de código promocional,"Feature: Checkout\nScenario: Sistema valida código promocional\nGiven estoy en checkout\nWhen ingreso código inválido\nThen veo mensaje de error","def test_invalid_promo_code():\n  # Verifica error\ndef test_valid_promo_code():\n  # Verifica éxito",3,4
STORY-092,Eliminar producto de favoritos,"Feature: Favoritos\nScenario: Usuario elimina producto de favoritos\nGiven estoy en lista de favoritos\nWhen elimino un producto\nThen el producto desaparece de la lista","def test_remove_from_favorites():\n  # Verifica eliminación\ndef test_favorites_counter_update():\n  # Verifica contador",3,4
STORY-093,Generar reporte de carritos abandonados,"Feature: Reportes admin\nScenario: Admin ve carritos abandonados\nGiven estoy en panel de reportes\nWhen selecciono ""Carritos abandonados""\nThen se descarga archivo ""carritos_abandonados.csv""","def test_abandoned_cart_report():\n  # Verifica archivo generado\ndef test_report_data_accuracy():\n  # Verifica datos correctos",8,12
STORY-094,Agregar etiqueta a producto,"Feature: Panel admin\nScenario: Admin asigna etiqueta a producto\nGiven estoy en edición de producto\nWhen añado etiqueta ""Oferta""\nThen la etiqueta se asocia al producto","def test_add_tag_success():\n  # Verifica asignación\ndef test_tag_validation():\n  # Verifica etiqueta inválida",5,6
STORY-095,Notificación de cuenta reactivada,"Feature: Gestión usuarios\nScenario: Usuario recibe alerta de reactivación\nGiven mi cuenta está desactivada\nWhen admin reactiva mi cuenta\nThen recibo notificación por email","def test_reactivation_notification_sent():\n  # Mockea envío de email\ndef test_notification_content():\n  # Verifica contenido",8,10
STORY-096,Importar usuarios desde CSV,"Feature: Gestión usuarios\nScenario: Admin importa usuarios desde archivo\nGiven estoy en panel de usuarios\nWhen subo un archivo CSV válido\nThen los usuarios se añaden a la base de datos","def test_import_users_success():\n  # Verifica importación exitosa\ndef test_invalid_user_csv():\n  # Verifica error por formato",8,12
STORY-097,Ver historial de cambios de producto,"Feature: Panel admin\nScenario: Admin ve cambios de producto\nGiven estoy en edición de producto\nWhen selecciono ""Historial de cambios""\nThen veo lista de modificaciones","def test_product_history_load():\n  # Verifica carga de historial\ndef test_history_accuracy():\n  # Verifica datos correctos",5,8
STORY-098,Proteger API contra abuso,"Feature: Seguridad\nScenario: Sistema limita solicitudes a API\nGiven envío múltiples solicitudes rápidas\nWhen excedo el límite\nThen recibo error 429","def test_rate_limit_enforcement():\n  # Verifica límite de solicitudes\ndef test_valid_api_requests():\n  # Verifica éxito dentro de límite",8,10
STORY-099,Filtrar pedidos por fecha,"Feature: Historial de pedidos\nScenario: Usuario filtra pedidos por fecha\nGiven estoy en historial de pedidos\nWhen selecciono rango de fechas\nThen veo pedidos en ese rango","def test_date_filter_orders():\n  # Verifica filtro aplicado\ndef test_empty_date_filter():\n  # Verifica mensaje sin resultados",5,6
STORY-100,Integración con API de reseñas sociales,"Feature: Detalle de producto\nScenario: Mostrar reseñas de redes sociales\nGiven estoy en página de producto\nWhen consulto API de reseñas sociales\nThen veo reseñas de redes en la página","def test_social_reviews_load():\n  # Mockea API de reseñas\ndef test_social_reviews_failure():\n  # Verifica manejo de error",13,18
STORY-101,Validación de cantidad en carrito,"Feature: Carrito\nScenario: Sistema valida cantidad de productos\nGiven estoy en el carrito\nWhen ingreso cantidad mayor al stock\nThen veo mensaje de error","def test_quantity_validation():\n  # Verifica error por cantidad\ndef test_valid_quantity_update():\n  # Verifica éxito",3,4
STORY-102,Eliminar cuenta de administrador,"Feature: Gestión usuarios\nScenario: Superadmin elimina cuenta admin\nGiven estoy en panel de usuarios como superadmin\nWhen elimino cuenta de admin\nThen la cuenta se marca como eliminada","def test_delete_admin_success():\n  # Verifica eliminación\ndef test_delete_admin_authorization():\n  # Verifica permisos",8,10
STORY-103,Generar reporte de ingresos por categoría,"Feature: Reportes admin\nScenario: Admin ve ingresos por categoría\nGiven estoy en panel de reportes\nWhen selecciono ""Ingresos por categoría""\nThen se descarga archivo ""ingresos_categoria.csv""","def test_category_revenue_report():\n  # Verifica archivo generado\ndef test_report_data_accuracy():\n  # Verifica datos correctos",8,12
STORY-104,Agregar producto a promoción,"Feature: Panel admin\nScenario: Admin añade producto a promoción\nGiven estoy en panel de promociones\nWhen asocio producto a promoción\nThen el producto aparece en la promoción","def test_add_to_promotion_success():\n  # Verifica asignación\ndef test_promotion_validation():\n  # Verifica promoción inválida",5,6
STORY-105,Notificación de cambio de estado de pedido,"Feature: Notificaciones\nScenario: Usuario recibe alerta de estado\nGiven mi pedido cambia de estado\nWhen el sistema procesa el cambio\nThen recibo notificación por email","def test_order_status_notification():\n  # Mockea envío de email\ndef test_notification_content():\n  # Verifica contenido",8,10
STORY-106,Ver historial de notificaciones,"Feature: Notificaciones\nScenario: Usuario revisa historial de notificaciones\nGiven estoy en el panel de notificaciones\nWhen selecciono ""Ver historial""\nThen veo lista de notificaciones pasadas","def test_notification_history_load():\n  # Verifica carga de historial\ndef test_history_pagination():\n  # Verifica paginación",5,8
STORY-107,Integración con API de seguimiento de envíos,"Feature: Seguimiento de pedidos\nScenario: Usuario rastrea pedido\nGiven estoy en detalles de pedido\nWhen consulto seguimiento\nThen veo estado actual vía API","def test_tracking_api_load():\n  # Mockea API de seguimiento\ndef test_tracking_api_failure():\n  # Verifica manejo de error",13,18
STORY-108,Validación de formato de teléfono,"Feature: Perfil\nScenario: Usuario ingresa teléfono inválido\nGiven estoy en edición de perfil\nWhen ingreso número inválido\nThen veo mensaje de error","def test_invalid_phone_validation():\n  # Verifica error\ndef test_valid_phone_submission():\n  # Verifica éxito",3,4
STORY-109,Filtrar productos por rango de descuento,"Feature: Lista de productos\nScenario: Usuario filtra por descuento\nGiven estoy en lista de productos\nWhen selecciono ""Descuentos 20-50%""\nThen veo productos con descuento en rango","def test_discount_filter_applied():\n  # Verifica filtro aplicado\ndef test_empty_discount_filter():\n  # Verifica mensaje sin resultados",5,6
STORY-110,Generar reporte de usuarios inactivos,"Feature: Reportes admin\nScenario: Admin ve usuarios inactivos\nGiven estoy en panel de reportes\nWhen selecciono ""Usuarios inactivos""\nThen se descarga archivo ""usuarios_inactivos.csv""","def test_inactive_users_report():\n  # Verifica archivo generado\ndef test_report_data_accuracy():\n  # Verifica datos correctos",8,12
STORY-111,Agregar comentario a pedido,"Feature: Detalle de pedido\nScenario: Usuario agrega comentario\nGiven estoy en detalles de pedido\nWhen ingreso comentario y envío\nThen el comentario se guarda","def test_add_order_comment():\n  # Verifica guardado de comentario\ndef test_empty_comment_validation():\n  # Verifica error si vacío",5,7
STORY-112,Notificación push de nuevo comentario,"Feature: Notificaciones\nScenario: Admin recibe alerta de comentario\nGiven un usuario agrega comentario\nWhen el comentario se guarda\nThen admin recibe notificación push","def test_comment_notification_sent():\n  # Mockea notificación\ndef test_notification_content():\n  # Verifica contenido",8,10
STORY-113,Exportar comentarios a CSV,"Feature: Detalle de producto\nScenario: Admin exporta comentarios\nGiven estoy en página de producto\nWhen clico ""Exportar comentarios""\nThen se descarga archivo ""comentarios.csv""","def test_comments_export_csv():\n  # Verifica archivo generado\ndef test_comments_data_accuracy():\n  # Verifica datos correctos",5,9
STORY-114,Autenticación con código OTP,"Feature: Autenticación\nScenario: Usuario inicia sesión con OTP\nGiven estoy en página de login\nWhen ingreso código OTP válido\nThen se autentica y redirige al dashboard","def test_otp_login_success():\n  # Mockea validación OTP\ndef test_invalid_otp():\n  # Verifica error por OTP inválido",13,18
STORY-115,Ver productos relacionados,"Feature: Detalle de producto\nScenario: Usuario ve productos relacionados\nGiven estoy en página de producto\nWhen navego a ""Productos relacionados""\nThen veo lista de productos similares","def test_related_products_load():\n  # Verifica carga de productos\ndef test_related_products_accuracy():\n  # Verifica relevancia",5,7
STORY-116,Agregar producto a lista compartida,"Feature: Lista de deseos\nScenario: Usuario comparte lista\nGiven estoy en mi lista de deseos\nWhen selecciono ""Compartir lista""\nThen genero enlace para compartir","def test_share_wishlist_link():\n  # Verifica generación de enlace\ndef test_link_access():\n  # Verifica acceso a lista",3,5
STORY-117,Notificación de stock reabastecido,"Feature: Notificaciones\nScenario: Usuario recibe alerta de stock\nGiven estoy suscrito a producto sin stock\nWhen el stock se reabastece\nThen recibo notificación por email","def test_restock_notification_sent():\n  # Mockea envío de email\ndef test_notification_content():\n  # Verifica contenido",8,10
STORY-118,Restringir acceso por IP,"Feature: Seguridad\nScenario: Sistema restringe acceso por IP\nGiven estoy autenticado\nWhen intento acceder desde IP no autorizada\nThen veo error de acceso","def test_ip_restriction():\n  # Verifica restricción por IP\ndef test_authorized_ip_access():\n  # Verifica acceso permitido",8,10
STORY-119,Filtrar pedidos por método de pago,"Feature: Historial de pedidos\nScenario: Admin filtra pedidos por pago\nGiven estoy en panel de pedidos\nWhen selecciono ""Tarjeta de crédito""\nThen veo pedidos con ese método","def test_payment_method_filter():\n  # Verifica filtro aplicado\ndef test_empty_payment_filter():\n  # Verifica mensaje sin resultados",5,6
STORY-120,Integración con API de promociones externas,"Feature: Promociones\nScenario: Mostrar promociones externas\nGiven estoy en página de promociones\nWhen consulto API de promociones\nThen veo promociones externas","def test_promo_api_load():\n  # Mockea API de promociones\ndef test_promo_api_failure():\n  # Verifica manejo de error",13,18
STORY-121,Validación de campos en formulario de contacto,"Feature: Soporte\nScenario: Usuario envía formulario inválido\nGiven estoy en página de contacto\nWhen envío formulario sin datos requeridos\nThen veo mensaje de error","def test_contact_form_validation():\n  # Verifica error\ndef test_valid_contact_submission():\n  # Verifica éxito",3,4
STORY-122,Eliminar comentario de pedido,"Feature: Detalle de pedido\nScenario: Admin elimina comentario\nGiven estoy en detalles de pedido\nWhen elimino un comentario\nThen el comentario desaparece","def test_delete_order_comment():\n  # Verifica eliminación\ndef test_delete_unauthorized():\n  # Verifica error si no autorizado",5,7
STORY-123,Generar reporte de productos más buscados,"Feature: Reportes admin\nScenario: Admin ve productos más buscados\nGiven estoy en panel de reportes\nWhen selecciono ""Productos buscados""\nThen se descarga archivo ""busquedas.csv""","def test_search_report_generation():\n  # Verifica archivo generado\ndef test_report_data_accuracy():\n  # Verifica datos correctos",8,12
STORY-124,Agregar atributo personalizado a producto,"Feature: Panel admin\nScenario: Admin añade atributo\nGiven estoy en edición de producto\nWhen agrego atributo ""Color""\nThen el atributo se asocia al producto","def test_add_attribute_success():\n  # Verifica asignación\ndef test_attribute_validation():\n  # Verifica atributo inválido",5,6
STORY-125,Notificación de sesión expirada,"Feature: Seguridad\nScenario: Sistema notifica sesión expirada\nGiven mi sesión ha expirado\nWhen intento realizar acción\nThen recibo alerta de sesión","def test_session_expired_notification():\n  # Verifica alerta mostrada\ndef test_session_renewal():\n  # Verifica renovación de sesión",5,7
STORY-126,Importar categorías desde CSV,"Feature: Gestión de categorías\nScenario: Admin importa categorías\nGiven estoy en panel de categorías\nWhen subo archivo CSV válido\nThen las categorías se añaden a la BD","def test_import_categories_success():\n  # Verifica importación\ndef test_invalid_categories_csv():\n  # Verifica error por formato",8,12
STORY-127,Ver historial de cambios de usuario,"Feature: Panel admin\nScenario: Admin ve cambios de usuario\nGiven estoy en detalles de usuario\nWhen selecciono ""Historial de cambios""\nThen veo lista de modificaciones","def test_user_history_load():\n  # Verifica carga de historial\ndef test_history_accuracy():\n  # Verifica datos correctos",5,8
STORY-128,Proteger formulario contra XSS,"Feature: Seguridad\nScenario: Sistema previene ataque XSS\nGiven estoy en un formulario\nWhen ingreso script malicioso\nThen el sistema sanitiza la entrada","def test_xss_protection():\n  # Verifica sanitización\ndef test_valid_form_submission():\n  # Verifica éxito",8,10
STORY-129,Filtrar reportes por región,"Feature: Reportes admin\nScenario: Admin filtra reportes por región\nGiven estoy en panel de reportes\nWhen selecciono región ""Latinoamérica""\nThen veo reportes de esa región","def test_region_report_filter():\n  # Verifica filtro aplicado\ndef test_empty_region_filter():\n  # Verifica mensaje sin resultados",5,6
STORY-130,Integración con API de recomendaciones,"Feature: Lista de productos\nScenario: Mostrar recomendaciones dinámicas\nGiven estoy en página de producto\nWhen consulto API de recomendaciones\nThen veo productos recomendados","def test_recommendation_api_load():\n  # Mockea API de recomendaciones\ndef test_recommendation_api_failure():\n  # Verifica manejo de error",13,18
STORY-131,Validación de cupón por usuario,"Feature: Checkout\nScenario: Sistema valida cupón por usuario\nGiven estoy en checkout\nWhen ingreso cupón ya usado\nThen veo mensaje de error","def test_user_coupon_validation():\n  # Verifica error por uso\ndef test_valid_coupon_usage():\n  # Verifica éxito",3,4
STORY-132,Eliminar categoría de producto,"Feature: Panel admin\nScenario: Admin elimina categoría\nGiven estoy en edición de producto\nWhen elimino categoría asociada\nThen la categoría se desasocia","def test_remove_category_success():\n  # Verifica eliminación\ndef test_category_removal_validation():\n  # Verifica categoría no eliminable",5,6
STORY-133,Generar reporte de sesiones activas,"Feature: Reportes admin\nScenario: Admin ve sesiones activas\nGiven estoy en panel de reportes\nWhen selecciono ""Sesiones activas""\nThen se descarga archivo ""sesiones.csv""","def test_sessions_report_generation():\n  # Verifica archivo generado\ndef test_report_data_accuracy():\n  # Verifica datos correctos",8,12
STORY-134,Agregar producto a bundle,"Feature: Panel admin\nScenario: Admin crea bundle de productos\nGiven estoy en panel de productos\nWhen asocio productos a bundle\nThen el bundle se crea","def test_create_bundle_success():\n  # Verifica creación\ndef test_bundle_validation():\n  # Verifica productos inválidos",8,10
STORY-135,Notificación de nuevo usuario registrado,"Feature: Notificaciones\nScenario: Admin recibe alerta de registro\nGiven un usuario se registra\nWhen el registro se completa\nThen admin recibe notificación por email","def test_new_user_notification():\n  # Mockea envío de email\ndef test_notification_content():\n  # Verifica contenido",5,7
STORY-136,Cachear resultados de búsqueda de productos,"Feature: Optimización backend\nScenario: Sistema cachea resultados de búsqueda\nGiven un usuario realiza una búsqueda\nWhen los resultados se generan\nThen el backend guarda resultados en caché","def test_search_cache_hit():\n  # Verifica que se usa caché\ndef test_cache_expiration():\n  # Verifica expiración de caché",8,12
STORY-137,Procesar reembolsos en el servidor,"Feature: Gestión de pagos\nScenario: Sistema procesa reembolso\nGiven un pedido es elegible para reembolso\nWhen el admin solicita reembolso\nThen el backend procesa el reembolso vía API de pagos","def test_refunded_processed():\n  # Mockea API de pagos\ndef test_refunded_error_handling():\n  # Verifica manejo de error",13,20
STORY-138,Validar integridad de datos en importación,"Feature: Gestión de datos\nScenario: Sistema valida archivo CSV importado\nGiven el admin sube un CSV de productos\nWhen el archivo contiene datos inválidos\nThen el backend rechaza la importación con errores","def test_csv_import_validation():\n  # Verifica errores detectados\ndef test_valid_csv_import():\n  # Verifica importación exitosa",8,10
STORY-139,Optimizar consulta de historial de pedidos,"Feature: Optimización backend\nScenario: Sistema optimiza consulta de pedidos\nGiven un usuario accede al historial\nWhen el backend ejecuta la consulta\nThen la respuesta se genera en menos de 1 segundo","def test_order_history_query_performance():\n  # Verifica tiempo de respuesta\ndef test_query_data_accuracy():\n  # Verifica datos correctos",13,18
STORY-140,Implementar webhook para notificaciones externas,"Feature: Integraciones\nScenario: Sistema envía webhook por evento\nGiven ocurre un evento como nuevo pedido\nWhen el backend procesa el evento\nThen se envía un webhook a URL configurada","def test_webhook_sent():\n  # Mockea envío de webhook\ndef test_webhook_failure_handling():\n  # Verifica manejo de error",13,18
STORY-141,Encriptar datos sensibles en BD,"Feature: Seguridad\nScenario: Sistema encripta datos de usuario\nGiven un usuario ingresa datos sensibles\nWhen se guardan en la base de datos\nThen los datos están encriptados","def test_data_encryption():\n  # Verifica datos encriptados\ndef test_decryption_access():\n  # Verifica acceso autorizado",8,12
STORY-142,Procesar pagos recurrentes,"Feature: Pagos\nScenario: Sistema procesa suscripción mensual\nGiven un usuario tiene suscripción activa\nWhen llega la fecha de cobro\nThen el backend procesa pago vía API","def test_recurring_payment_success():\n  # Mockea API de pagos\ndef test_payment_failure_handling():\n  # Verifica error por fondos insuficientes",13,20
STORY-143,Implementar auditoría de cambios en BD,"Feature: Auditoría\nScenario: Sistema registra cambios en productos\nGiven un admin modifica un producto\nWhen el cambio se guarda\nThen el backend registra el cambio en log de auditoría","def test_audit_log_creation():\n  # Verifica log registrado\ndef test_audit_log_accuracy():\n  # Verifica datos correctos",8,10
STORY-144,Validar API key para endpoints protegidos,"Feature: Seguridad\nScenario: Sistema valida API key\nGiven un cliente envía solicitud a endpoint\nWhen la API key es inválida\nThen el backend devuelve error 401","def test_api_key_validation():\n  # Verifica error por key inválida\ndef test_valid_api_key_access():\n  # Verifica acceso autorizado",5,7
STORY-145,Procesar cola de emails asíncrona,"Feature: Notificaciones\nScenario: Sistema envía emails en cola\nGiven un evento genera múltiples emails\nWhen el backend procesa la cola\nThen los emails se envían sin retrasos","def test_email_queue_processing():\n  # Verifica procesamiento asíncrono\ndef test_queue_error_handling():\n  # Verifica manejo de fallos",13,18
STORY-146,Optimizar índices de base de datos,"Feature: Optimización backend\nScenario: Sistema mejora consultas con índices\nGiven el backend ejecuta consulta pesada\nWhen se aplican índices optimizados\nThen la consulta se ejecuta más rápido","def test_indexed_query_performance():\n  # Verifica mejora de rendimiento\ndef test_query_data_accuracy():\n  # Verifica datos correctos",13,18
STORY-147,Implementar rate limiting en API,"Feature: Seguridad\nScenario: Sistema limita solicitudes a API\nGiven un cliente envía múltiples solicitudes\nWhen excede el límite\nThen el backend devuelve error 429","def test_rate_limit_enforcement():\n  # Verifica límite aplicado\ndef test_valid_request_rate():\n  # Verifica solicitudes permitidas",8,10
STORY-148,Sincronizar inventario con API externa,"Feature: Integraciones\nScenario: Sistema sincroniza inventario\nGiven el inventario cambia localmente\nWhen se ejecuta sincronización\nThen el backend actualiza inventario en API externa","def test_inventory_sync_success():\n  # Mockea API externa\ndef test_sync_failure_handling():\n  # Verifica manejo de error",13,20
STORY-149,Validar unicidad de SKU en productos,"Feature: Gestión de productos\nScenario: Sistema valida SKU único\nGiven un admin crea producto con SKU\nWhen el SKU ya existe\nThen el backend devuelve error","def test_sku_uniqueness_validation():\n  # Verifica error por duplicado\ndef test_valid_sku_creation():\n  # Verifica éxito",5,6
STORY-150,Procesar exportación masiva de datos,"Feature: Reportes\nScenario: Sistema exporta datos masivos\nGiven el admin solicita exportación de usuarios\nWhen el backend procesa la solicitud\nThen genera archivo CSV asíncronamente","def test_mass_export_success():\n  # Verifica archivo generado\ndef test_export_performance():\n  # Verifica tiempo razonable",13,18
STORY-151,Implementar soft delete en usuarios,"Feature: Gestión de usuarios\nScenario: Sistema elimina usuario lógicamente\nGiven un admin elimina un usuario\nWhen se ejecuta la eliminación\nThen el usuario se marca como eliminado en BD","def test_soft_delete_user():\n  # Verifica eliminación lógica\ndef test_deleted_user_access():\n  # Verifica acceso restringido",8,10
STORY-152,Integración con API de facturación,"Feature: Facturación\nScenario: Sistema genera factura vía API\nGiven un pedido se completa\nWhen el backend genera factura\nThen se envía factura a API externa","def test_invoice_api_success():\n  # Mockea API de facturación\ndef test_invoice_api_failure():\n  # Verifica manejo de error",13,18
STORY-153,Validar integridad de datos en checkout,"Feature: Checkout\nScenario: Sistema valida datos de pedido\nGiven un usuario completa checkout\nWhen los datos son inconsistentes\nThen el backend rechaza el pedido","def test_checkout_data_validation():\n  # Verifica error por datos\ndef test_valid_checkout_data():\n  # Verifica éxito",5,7
STORY-154,Procesar notificaciones en batch,"Feature: Notificaciones\nScenario: Sistema envía notificaciones masivas\nGiven múltiples usuarios requieren notificaciones\nWhen el backend procesa en batch\nThen las notificaciones se envían correctamente","def test_batch_notification_success():\n  # Verifica envío masivo\ndef test_batch_error_handling():\n  # Verifica manejo de fallos",13,18
STORY-155,Optimizar consultas de reportes,"Feature: Optimización backend\nScenario: Sistema mejora reportes\nGiven el admin solicita reporte pesado\nWhen el backend usa consultas optimizadas\nThen el reporte se genera rápidamente","def test_report_query_performance():\n  # Verifica tiempo de respuesta\ndef test_report_data_accuracy():\n  # Verifica datos correctos",13,18
STORY-156,Implementar backup automático de BD,"Feature: Gestión de datos\nScenario: Sistema realiza backup\nGiven llega el horario programado\nWhen el backend ejecuta backup\nThen se genera copia en almacenamiento seguro","def test_backup_creation():\n  # Verifica backup generado\ndef test_backup_integrity():\n  # Verifica datos completos",8,12
STORY-157,Validar permisos en endpoints de API,"Feature: Seguridad\nScenario: Sistema valida permisos de usuario\nGiven un usuario envía solicitud a endpoint\nWhen no tiene permisos\nThen el backend devuelve error 403","def test_endpoint_permission_validation():\n  # Verifica error por permisos\ndef test_authorized_endpoint_access():\n  # Verifica acceso permitido",5,7
STORY-158,Sincronizar datos de usuarios con CRM,"Feature: Integraciones\nScenario: Sistema sincroniza usuarios\nGiven un usuario se registra\nWhen el backend sincroniza con CRM\nThen los datos se actualizan en CRM","def test_crm_sync_success():\n  # Mockea API de CRM\ndef test_crm_sync_failure():\n  # Verifica manejo de error",13,18
STORY-159,Implementar paginación en API de productos,"Feature: API\nScenario: Sistema pagina resultados de productos\nGiven un cliente solicita lista de productos\nWhen especifica página 2\nThen el backend devuelve productos 21-40","def test_api_pagination():\n  # Verifica resultados paginados\ndef test_pagination_edge_cases():\n  # Verifica páginas vacías",8,10
STORY-160,Procesar descuentos dinámicos en servidor,"Feature: Promociones\nScenario: Sistema aplica descuentos dinámicos\nGiven un producto tiene promoción activa\nWhen el usuario añade al carrito\nThen el backend calcula descuento automáticamente","def test_dynamic_discount_calculation():\n  # Verifica cálculo correcto\ndef test_discount_validation():\n  # Verifica promoción inválida",8,12
STORY-161,Implementar logging de errores críticos,"Feature: Auditoría\nScenario: Sistema registra errores críticos\nGiven ocurre un error en el backend\nWhen el sistema lo detecta\nThen se guarda en log de errores","def test_critical_error_logging():\n  # Verifica log registrado\ndef test_log_accuracy():\n  # Verifica detalles correctos",5,7
STORY-162,Validar formato de imágenes en subida,"Feature: Gestión de productos\nScenario: Sistema valida imágenes\nGiven un admin sube imagen para producto\nWhen el formato es inválido\nThen el backend rechaza la imagen","def test_image_format_validation():\n  # Verifica error por formato\ndef test_valid_image_upload():\n  # Verifica éxito",5,6
STORY-163,Integración con API de análisis de datos,"Feature: Estadísticas\nScenario: Sistema consulta métricas\nGiven el admin solicita estadísticas\nWhen el backend consulta API de análisis\nThen procesa y guarda métricas","def test_analytics_api_integration():\n  # Mockea API de análisis\ndef test_analytics_failure_handling():\n  # Verifica manejo de error",13,18
STORY-164,Optimizar almacenamiento de sesiones,"Feature: Optimización backend\nScenario: Sistema mejora gestión de sesiones\nGiven múltiples usuarios están autenticados\nWhen el backend gestiona sesiones\nThen usa almacenamiento eficiente","def test_session_storage_performance():\n  # Verifica rendimiento\ndef test_session_data_accuracy():\n  # Verifica datos correctos",13,18
STORY-165,Implementar limpieza de datos obsoletos,"Feature: Gestión de datos\nScenario: Sistema elimina datos antiguos\nGiven existen datos obsoletos\nWhen se ejecuta limpieza programada\nThen el backend elimina datos sin afectar operación","def test_data_cleanup_success():\n  # Verifica eliminación\ndef test_cleanup_safety():\n  # Verifica no eliminación de datos activos",8,12
STORY-166,Optimizar consultas de búsqueda full-text,"Feature: Optimización de base de datos\nScenario: Sistema mejora búsqueda de productos\nGiven un usuario realiza búsqueda full-text\nWhen el backend usa índices optimizados\nThen la consulta retorna resultados en menos de 0.5 segundos","def test_fulltext_search_performance():\n  # Verifica tiempo de respuesta\ndef test_search_results_accuracy():\n  # Verifica resultados correctos",13,18
STORY-167,Implementar migración de esquema de usuarios,"Feature: Gestión de base de datos\nScenario: Sistema actualiza esquema de usuarios\nGiven se requiere nueva columna en tabla usuarios\nWhen el backend ejecuta migración\nThen la tabla se actualiza sin pérdida de datos","def test_user_schema_migration():\n  # Verifica migración exitosa\ndef test_data_integrity_post_migration():\n  # Verifica datos preservados",8,12
STORY-168,Validar relaciones de integridad referencial,"Feature: Integridad de datos\nScenario: Sistema valida relaciones en pedidos\nGiven un pedido se asocia a un usuario\nWhen se elimina el usuario\nThen el backend previene eliminación por integridad","def test_referential_integrity_validation():\n  # Verifica error por restricción\ndef test_valid_deletion():\n  # Verifica eliminación permitida",5,7
STORY-169,Implementar particionamiento de tabla de pedidos,"Feature: Optimización de base de datos\nScenario: Sistema particiona tabla de pedidos\nGiven la tabla de pedidos crece significativamente\nWhen el backend aplica particionamiento por fecha\nThen las consultas son más rápidas","def test_partitioned_table_performance():\n  # Verifica mejora de rendimiento\ndef test_partition_data_accuracy():\n  # Verifica datos correctos",13,20
STORY-170,Auditoría de accesos a datos sensibles,"Feature: Seguridad de base de datos\nScenario: Sistema registra accesos a datos\nGiven un admin accede a datos sensibles\nWhen se ejecuta la consulta\nThen el backend registra acceso en log de auditoría","def test_sensitive_data_access_log():\n  # Verifica log registrado\ndef test_log_accuracy():\n  # Verifica detalles correctos",8,10
STORY-171,Implementar replicación de base de datos,"Feature: Gestión de base de datos\nScenario: Sistema replica datos a servidor secundario\nGiven se realiza cambio en base primaria\nWhen el backend sincroniza con réplica\nThen los datos están disponibles en réplica","def test_database_replication_success():\n  # Verifica sincronización\ndef test_replication_failure_handling():\n  # Verifica manejo de error",13,20
STORY-172,Validar formato de datos en importación masiva,"Feature: Gestión de datos\nScenario: Sistema valida importación de usuarios\nGiven el admin sube CSV con usuarios\nWhen los datos tienen formato inválido\nThen el backend rechaza con errores específicos","def test_mass_import_validation():\n  # Verifica errores detectados\ndef test_valid_mass_import():\n  # Verifica importación exitosa",8,10
STORY-173,Optimizar consultas de reportes de ventas,"Feature: Optimización de base de datos\nScenario: Sistema mejora reportes de ventas\nGiven el admin solicita reporte de ventas\nWhen el backend usa consultas optimizadas\nThen el reporte se genera en menos de 2 segundos","def test_sales_report_query_performance():\n  # Verifica tiempo de respuesta\ndef test_report_data_accuracy():\n  # Verifica datos correctos",13,18
STORY-174,Implementar transacciones en checkout,"Feature: Integridad de datos\nScenario: Sistema asegura transacciones en checkout\nGiven un usuario completa checkout\nWhen el backend procesa el pago y pedido\nThen se ejecuta en transacción atómica","def test_checkout_transaction_success():\n  # Verifica commit de transacción\ndef test_transaction_rollback():\n  # Verifica rollback en error",8,12
STORY-175,Encriptar datos de tarjetas en BD,"Feature: Seguridad de base de datos\nScenario: Sistema encripta datos de tarjetas\nGiven un usuario guarda tarjeta\nWhen el backend guarda los datos\nThen los datos están encriptados en BD","def test_card_data_encryption():\n  # Verifica datos encriptados\ndef test_decryption_access():\n  # Verifica acceso autorizado",8,12
STORY-176,Sincronizar datos de inventario en tiempo real,"Feature: Integraciones de base de datos\nScenario: Sistema sincroniza inventario\nGiven el inventario cambia en BD\nWhen se ejecuta sincronización\nThen el backend actualiza sistema externo","def test_inventory_sync_realtime():\n  # Verifica sincronización\ndef test_sync_failure_handling():\n  # Verifica manejo de error",13,18
STORY-177,Implementar limpieza de registros obsoletos,"Feature: Gestión de base de datos\nScenario: Sistema elimina datos antiguos\nGiven existen registros obsoletos\nWhen se ejecuta limpieza programada\nThen el backend elimina registros sin afectar datos activos","def test_obsolete_data_cleanup():\n  # Verifica eliminación\ndef test_cleanup_safety():\n  # Verifica no eliminación de datos activos",8,12
STORY-178,Validar unicidad de email en BD,"Feature: Integridad de datos\nScenario: Sistema valida email único\nGiven un usuario registra email\nWhen el email ya existe\nThen el backend devuelve error","def test_email_uniqueness_validation():\n  # Verifica error por duplicado\ndef test_valid_email_registration():\n  # Verifica éxito",5,6
STORY-179,Optimizar consultas de auditoría,"Feature: Optimización de base de datos\nScenario: Sistema mejora consultas de auditoría\nGiven se accede al log de auditoría\nWhen el backend usa índices optimizados\nThen la consulta retorna en menos de 1 segundo","def test_audit_query_performance():\n  # Verifica tiempo de respuesta\ndef test_audit_data_accuracy():\n  # Verifica datos correctos",13,18
STORY-180,Implementar backup incremental,"Feature: Gestión de base de datos\nScenario: Sistema realiza backup incremental\nGiven existen cambios desde último backup\nWhen el backend ejecuta backup\nThen solo se respaldan datos modificados","def test_incremental_backup_success():\n  # Verifica backup generado\ndef test_backup_integrity():\n  # Verifica datos completos",8,12
